# delta_large,l2,l1,Huber,BO
2.420128264794383810e+00,2.693846567148916460e-01,1.461923846707633423e-01,1.008780066052434865e-01,9.942672412181474684e-02
2.656087782946686904e+00,2.824266921763693983e-01,1.462572213250872277e-01,1.010288449117777709e-01,9.946387459526140340e-02
2.915053062825178731e+00,2.961872857494372013e-01,1.463284334253356356e-01,1.011917216056414937e-01,9.950441969526657715e-02
3.199267137797384475e+00,3.106649064920068426e-01,1.464066358773015164e-01,1.013675837185801232e-01,9.954868126252680582e-02
3.511191734215134641e+00,3.258517372949176760e-01,1.464925185372942806e-01,1.015574529340863563e-01,9.959700253155734373e-02
3.853528593710531247e+00,3.417331812337387476e-01,1.465868874635032348e-01,1.017624707580451204e-01,9.964975949175758352e-02
4.229242874389498752e+00,3.582874421225918926e-01,1.466905394335107360e-01,1.019838171232620994e-01,9.970736350733067077e-02
4.641588833612782850e+00,3.754852680639975127e-01,1.468044127138967703e-01,1.022227997803071275e-01,9.977026168369507175e-02
5.094138014816380178e+00,3.932897988868799821e-01,1.469295527391336620e-01,1.024808463052206964e-01,9.983896640581169102e-02
5.590810182512228721e+00,4.116565874348576681e-01,1.470670400764828578e-01,1.027594664102082778e-01,9.991399327752592541e-02
6.135907273413176100e+00,4.305338155204618822e-01,1.472181807422039412e-01,1.030603527290336885e-01,9.999595694780039068e-02
6.734150657750828550e+00,4.498626608632065871e-01,1.473842964241627307e-01,1.033852775141577141e-01,1.000855002658420645e-01
7.390722033525782386e+00,4.695778837296797903e-01,1.475669200276981119e-01,1.037362208198184810e-01,1.001833429979663848e-01
8.111308307896871739e+00,4.896085718785694318e-01,1.477677085872952656e-01,1.041153001871868433e-01,1.002902710416255783e-01
8.902150854450393780e+00,5.098790678200271209e-01,1.479885328451346904e-01,1.045248618651344330e-01,1.004071413215206210e-01
9.770099572992256398e+00,5.303100211661710972e-01,1.482314449186543648e-01,1.049674242478322306e-01,1.005349271142307321e-01
1.072267222010324161e+01,5.508195859194400246e-01,1.484986992737382661e-01,1.054457578871041967e-01,1.006746537746268100e-01
1.176811952434999142e+01,5.713246363373357672e-01,1.487927846542707044e-01,1.059628658840008342e-01,1.008274781800677644e-01
1.291549665014883885e+01,5.917421405292573322e-01,1.491165283555790921e-01,1.065220881984787482e-01,1.009946766541718333e-01
1.417474162926806258e+01,6.119903859142010738e-01,1.494729691959562068e-01,1.071270269728346047e-01,1.011776507211803455e-01
1.555676143930472399e+01,6.319902748878839516e-01,1.498655964371524707e-01,1.077816819589587638e-01,1.013779501513736303e-01
1.707352647470692020e+01,6.516664917637280396e-01,1.502982042537601703e-01,1.084904386914031793e-01,1.015972941107278205e-01
1.873817422860384596e+01,6.709485538148589612e-01,1.507750282472604120e-01,1.092581095252960210e-01,1.018375681407297506e-01
2.056512308348653306e+01,6.897717403410890125e-01,1.513008462745215610e-01,1.100900537547706559e-01,1.021008917836274676e-01
2.257019719633921540e+01,7.080778206252343887e-01,1.518809635684505999e-01,1.109921835809548618e-01,1.023896031129668538e-01
2.477076355991711409e+01,7.258156248916596276e-01,1.525213033542149876e-01,1.119710504506041815e-01,1.027062958073521326e-01
2.718588242732943172e+01,7.429414152798811122e-01,1.532285297366871024e-01,1.130339553122023943e-01,1.030538674652514697e-01
2.983647240283340452e+01,7.594190737051211837e-01,1.540101087291900761e-01,1.141890351892054234e-01,1.034355672444657870e-01
3.274549162877731590e+01,7.752201131235167963e-01,1.548744350754074350e-01,1.154453784743616485e-01,1.038549939426589575e-01
3.593813663804629499e+01,7.903235232034253599e-01,1.558310502799449271e-01,1.168132275844013801e-01,1.043162158085161328e-01
3.944206059437659917e+01,8.047154728972730764e-01,1.568906433504906328e-01,1.183040375765456176e-01,1.048237867268652090e-01
4.328761281083061618e+01,8.183889009627061117e-01,1.580653942859253647e-01,1.199307807933591707e-01,1.053828362306475919e-01
4.750810162102798273e+01,8.313430024197226986e-01,1.593691442249747237e-01,1.217081564218986944e-01,1.059991673120503908e-01
5.214008287999689628e+01,8.435826437476421358e-01,1.608176793201683275e-01,1.236528591987706704e-01,1.066793427412762174e-01
5.722367659350219782e+01,8.551177569399046607e-01,1.624290642262369300e-01,1.257839403792011534e-01,1.074308341271090761e-01
6.280291441834259558e+01,8.659626548216933228e-01,1.642240510423145228e-01,1.281232480955396547e-01,1.082621567904576976e-01
6.892612104349701951e+01,8.761354224202041463e-01,1.662265648829832632e-01,1.306959231118485221e-01,1.091830623256213606e-01
7.564633275546290747e+01,8.856572302543888053e-01,1.684643051417684667e-01,1.335310025588096750e-01,1.102047605900535743e-01
8.302175681319752698e+01,8.945517914495919598e-01,1.709695188281883382e-01,1.366623053776399033e-01,1.113402082781692615e-01
9.111627561154895716e+01,9.028447107575918729e-01,1.737798815817959142e-01,1.401292404719611806e-01,1.126044357812588936e-01
1.000000000000000000e+02,9.105630119968566305e-01,1.769395945685487970e-01,1.439780712625073900e-01,1.140149794640223924e-01
