# # epsilon, errors_L2, lambdas_L2, errors_L1, lambdas_L1, errors_Huber,lambdas_Huber, huber_params, errors_BO
7.143560592282610644e-02,6.247716015063442541e-02,1.000000000000000021e-08,2.014641629235214282e-02,1.921856107349538267e-01,1.512284548845932441e-02,1.004173081056175532e-02,3.977304034890785100e-01,1.304266927093655770e-02
7.266537152175354952e-02,6.344086019909545016e-02,1.000000000000000021e-08,2.020924888164210564e-02,1.888511892156945482e-01,1.519314248315972726e-02,8.951020974843727079e-03,3.957385745355790352e-01,1.307835068420915015e-02
7.391630756375024147e-02,6.442390876548254042e-02,1.000000000000000021e-08,2.027347893430619941e-02,1.854618757471311608e-01,1.526485267781785282e-02,7.850473655131062420e-03,3.937430567106243728e-01,1.311473545647889871e-02
7.518877849848049078e-02,6.542673472506876919e-02,1.000000000000000021e-08,2.033914372512901636e-02,1.820167244955038233e-01,1.533801241061705234e-02,6.740077561269588666e-03,3.917439003500540196e-01,1.315184057394802597e-02
7.648315504961801514e-02,6.644977765781345802e-02,1.000000000000000021e-08,2.040628177127978837e-02,1.785146189542348161e-01,1.541265922959778045e-02,5.619928017834313616e-03,3.897411298471349372e-01,1.318968354173088997e-02
7.779981432285307252e-02,6.749348816171751864e-02,1.000000000000000021e-08,2.047493287966029030e-02,1.749547234255258155e-01,1.548883194566430532e-02,4.489962068966813283e-03,3.877346973132311803e-01,1.322828241305495922e-02
7.913913991575906304e-02,6.855832814828755062e-02,1.000000000000000021e-08,2.054513820290249093e-02,1.713363847231803572e-01,1.556657068218303408e-02,3.350105332174953265e-03,3.857245780325180284e-01,1.326765579324473698e-02
8.050152202955042358e-02,6.964477116029876846e-02,1.000000000000000021e-08,2.061694029238392289e-02,1.676588590034101545e-01,1.564591692897376873e-02,2.200635532989974035e-03,3.837107343144828264e-01,1.330782287933796049e-02
8.188735758276448340e-02,7.075330272165381018e-02,1.000000000000000021e-08,2.069038317390248238e-02,1.639207131785843652e-01,1.572691361147349198e-02,1.041392118341516633e-03,3.816930281185048623e-01,1.334880346640066051e-02
8.329705032690022659e-02,7.188442063952282801e-02,1.000000000000000021e-08,2.076551236933932287e-02,1.601218113813347999e-01,1.580960557008426193e-02,1.000000000000000021e-08,3.796582763600737653e-01,1.339061799637153438e-02
8.473101096404823951e-02,7.303863539483379519e-02,1.000000000000000021e-08,2.084237502180452672e-02,1.562604716459619625e-01,1.589408382680801424e-02,1.000061114132404234e-08,3.775090991933084394e-01,1.343328755416750564e-02
8.618965726654478909e-02,7.421647045946344612e-02,1.000000000000000021e-08,2.092101990607631024e-02,1.523360772629955284e-01,1.598042901634788571e-02,1.000005189761104139e-08,3.753538350805303292e-01,1.347683391043696943e-02
8.767341419868660002e-02,7.541846270511443073e-02,1.000000000000000021e-08,2.100149753782210027e-02,1.483476455892328294e-01,1.606869476870609326e-02,1.000008481267494555e-08,3.731925783987628531e-01,1.352127954882031968e-02
8.918271404054053941e-02,7.664516275819033275e-02,1.000000000000000021e-08,2.108386024227604238e-02,1.442944478502909689e-01,1.615893669117540732e-02,1.000000000000000021e-08,3.710249795985994803e-01,1.356664768988102843e-02
9.071799651388477714e-02,7.789713540905163214e-02,1.000000000000000021e-08,2.116816222250950119e-02,1.401749034331145893e-01,1.625121245925753577e-02,1.000000000000000021e-08,3.688513440873681382e-01,1.361296233070463657e-02
9.227970891031798961e-02,7.917496001232526837e-02,1.000000000000000021e-08,2.125445965912797774e-02,1.359885246730165864e-01,1.634558190950685663e-02,1.000022788626665619e-08,3.666714657477121997e-01,1.366024826121969848e-02
9.386830622157403548e-02,8.047923090437025806e-02,1.000000000000000021e-08,2.134281079378230750e-02,1.317343354111726594e-01,1.644210714076610458e-02,1.000000000000000021e-08,3.644851660875049193e-01,1.370853111608161257e-02
9.548425127207990637e-02,8.181055784055768498e-02,1.000000000000000021e-08,2.143327601925593129e-02,1.274113160772076814e-01,1.654085261747972879e-02,1.000000000000000021e-08,3.622925995899523022e-01,1.375783739529312655e-02
9.712801485379578270e-02,8.316956643546546957e-02,1.000000000000000021e-08,2.152591798496517050e-02,1.230179518748887035e-01,1.664188528192922512e-02,1.000000000000000021e-08,3.600936633704567846e-01,1.380819451131365394e-02
9.880007586337623271e-02,8.455689862949911095e-02,1.000000000000000021e-08,2.162080169535274266e-02,1.185540838142790376e-01,1.674527467005937353e-02,1.000008693430572751e-08,3.578881823654713745e-01,1.385963081827767951e-02
1.005009214416927865e-01,8.597321314778305634e-02,1.000000000000000021e-08,2.171799462693746463e-02,1.140181329443376718e-01,1.685109303697451821e-02,1.000000000000000021e-08,3.556762393863569516e-01,1.391217566830238450e-02
1.022310471157582279e-01,8.741918600857356836e-02,1.000000000000000021e-08,2.181756684267255331e-02,1.094093540552884131e-01,1.695941548475854432e-02,1.000000000000000021e-08,3.534577574784464882e-01,1.396585943469763613e-02
1.039909569430943342e-01,8.889551101213455375e-02,1.000000000000000021e-08,2.191959111407015826e-02,1.047265776298729884e-01,1.707032010338993544e-02,1.000000000000000021e-08,3.512326497246549550e-01,1.402071357832734844e-02
1.057811636585846427e-01,9.040290026825492653e-02,1.000000000000000021e-08,2.202414304743971485e-02,9.996855287802461354e-02,1.718388811468352095e-02,1.000000754710733464e-08,3.490008164694721748e-01,1.407677068096091499e-02
1.076021888238555546e-01,9.194208472559606271e-02,1.000000000000000021e-08,2.213130123594342358e-02,9.513421600651728038e-02,1.730020402860144024e-02,1.000002794873580500e-08,3.467623195545466164e-01,1.413406449747167670e-02
1.094545629792288283e-01,9.351381473207953654e-02,1.000000000000000021e-08,2.224114738980476069e-02,9.022326203673583511e-02,1.741935580451658971e-02,1.000000000000000021e-08,3.445170437344884373e-01,1.419263001481030351e-02
1.113388257982900753e-01,9.511886060032015422e-02,1.000000000000000021e-08,2.235376650192288928e-02,8.523374670612306192e-02,1.754143502645399977e-02,1.000000000000000021e-08,3.422648853255897405e-01,1.425250351070528332e-02
1.132555262451180045e-01,9.675801320223076374e-02,1.000000000000000021e-08,2.248752523621999622e-02,2.078928179411368572e-08,1.766653708417664781e-02,1.000001690546304551e-08,3.400060598194610817e-01,1.431372260021657183e-02
1.152052227342208884e-01,9.843208456347940505e-02,1.000000000000000021e-08,2.260377489530451811e-02,1.979931599439398419e-08,1.779476137224067500e-02,1.000002773781307024e-08,3.377400639376046398e-01,1.437632631015051121e-02
1.171884832932252457e-01,1.001419085020152089e-01,1.000000000000000021e-08,2.272317055352757187e-02,1.885649142323236480e-08,1.792621149005158010e-02,1.000000000000000021e-08,3.354671905090382822e-01,1.444035513980490570e-02
1.192058857283663786e-01,1.018883412782032316e-01,1.000000000000000021e-08,2.284582017395364595e-02,1.795856326022129823e-08,1.806099546716111170e-02,1.000001848209649404e-08,3.331873264480818553e-01,1.450585113319369235e-02
1.212580177928272440e-01,1.036722622424099960e-01,1.000000000000000021e-08,2.297183640826738760e-02,1.710339358116313944e-08,1.819922599182666190e-02,1.000000000000000021e-08,3.309003663233377468e-01,1.457285794842899662e-02
1.233454773579753111e-01,1.054945745413100600e-01,1.000000000000000021e-08,2.310133684245974095e-02,1.628894626777441867e-08,1.834102065918696844e-02,1.000002338550984813e-08,3.286063369845068638e-01,1.464142094739273592e-02
1.254688725875474087e-01,1.073562058164487798e-01,1.000000000000000021e-08,2.323444426879639479e-02,1.551328215978516064e-08,1.848650223508485624e-02,1.000000000000000021e-08,3.263050495365016346e-01,1.471158726523791316e-02
1.276288221148331181e-01,1.092581089480424428e-01,1.000000000000000021e-08,2.337128695767942688e-02,1.477455443789062942e-08,1.863579893376732244e-02,1.000000067917884202e-08,3.239966672147364113e-01,1.478340590167959157e-02
1.298259552229082958e-01,1.112012627972758239e-01,1.000000000000000021e-08,2.351199896320976812e-02,1.407100422656250365e-08,1.878904471557074629e-02,1.000002238484404021e-08,3.216810003134422113e-01,1.485692782044412130e-02
1.320609120279714332e-01,1.131866730022874634e-01,1.000000000000000021e-08,2.365672044871014457e-02,1.340095640625000269e-08,1.894637960651834874e-02,1.000000342295970779e-08,3.193580214815618934e-01,1.493220604034661836e-02
1.343343436658360757e-01,1.152153727667923899e-01,1.000000000000000021e-08,2.380559801392179153e-02,1.276281562500000272e-08,1.910795003047160989e-02,1.000000000000000186e-08,3.170277041684097519e-01,1.500929574597020810e-02
1.366469124816337699e-01,1.172884237052058687e-01,1.000000000000000021e-08,2.395878507073279096e-02,1.215506250000000204e-08,1.927390917367266532e-02,1.000000000000000021e-08,3.146900348538870240e-01,1.508825439067151830e-02
1.389992922227828165e-01,1.194069166898608092e-01,1.000000000000000021e-08,2.411644222366682300e-02,1.157625000000000084e-08,1.944441736678959032e-02,1.000000543343014739e-08,3.123449219564157220e-01,1.516914181847905940e-02
1.413921682352787534e-01,1.215719727421524787e-01,1.000000000000000021e-08,2.427873768398303156e-02,1.102500000000000112e-08,1.961964249364500645e-02,1.000002237810340164e-08,3.099924024047791549e-01,1.525202039941109255e-02
1.438262376633641648e-01,1.237847439446353448e-01,1.000000000000000021e-08,2.444584771142155333e-02,1.050000000000000138e-08,1.979976042939779468e-02,1.000001961767839305e-08,3.076323258390187276e-01,1.533695513605703997e-02
1.463022096526358506e-01,1.260464143940593917e-01,1.000000000000000021e-08,2.461795710506597956e-02,1.000000000000000021e-08,1.998495551467405207e-02,1.000001274613488127e-08,3.052647955660943158e-01,1.542401383659375291e-02
1.488208055566483667e-01,1.283582011463137995e-01,1.000000000000000021e-08,2.479525966565487849e-02,1.000000000000000021e-08,2.017542104200131803e-02,1.000006841392459019e-08,3.028897029177920475e-01,1.551326724312573901e-02
1.513827591470743028e-01,1.307213552544608248e-01,1.000000000000000021e-08,2.497795878015929283e-02,1.000000000000000021e-08,2.037135980521753709e-02,1.000000075437128520e-08,3.005070425040247128e-01,1.560478920174657169e-02
1.539888168274823055e-01,1.331371627909514466e-01,1.000000000000000021e-08,2.516626798375343199e-02,1.000000000000000021e-08,2.057298466776225077e-02,1.000000000000000021e-08,2.981167092854616896e-01,1.569865682983484501e-02
1.566397378507960736e-01,1.356069459204771732e-01,1.000000000000000021e-08,2.536041157201807117e-02,1.000000000000000021e-08,2.078051917731915665e-02,1.000000000000000021e-08,2.957187968517877019e-01,1.579495070194902873e-02
1.593362945404954156e-01,1.381320640055012650e-01,1.000000000000000021e-08,2.556062529852298759e-02,1.000000000000000021e-08,2.099419822699033489e-02,1.000000000000000021e-08,2.933132153873178050e-01,1.589375504465095901e-02
1.620792725156267322e-01,1.407139147414997460e-01,1.000000000000000021e-08,2.576715704188980993e-02,1.000000000000000021e-08,2.121426876203846845e-02,1.000001161069861071e-08,2.908999610488894882e-01,1.599515793775263539e-02
1.648694709196864006e-01,1.433539353493795687e-01,1.000000000000000021e-08,2.598026761676819341e-02,1.000000000000000021e-08,2.144099054443504571e-02,1.000000943114942477e-08,2.884790312060324102e-01,1.609925154891200805e-02
1.677077026534444515e-01,1.460536037842656842e-01,1.000000000000000021e-08,2.620023158849149603e-02,1.000000000000000021e-08,2.167463696628768588e-02,1.000000993534922604e-08,2.860503708711845672e-01,1.620613235949264208e-02
1.705947946117763736e-01,1.488144399978110766e-01,1.000000000000000021e-08,2.642733815044984169e-02,1.000000000000000021e-08,2.191549593370334392e-02,1.000000000000000021e-08,2.836140364569034178e-01,1.631590142179029090e-02
1.735315879245719617e-01,1.516380072201579665e-01,1.000000000000000021e-08,2.666189209515890113e-02,1.000000000000000021e-08,2.216387081299719952e-02,1.000004425795415083e-08,2.811700230139295154e-01,1.642866464667291915e-02
1.765189382017913755e-01,1.545259133241532190e-01,1.000000000000000021e-08,2.690421485741145702e-02,1.000000000000000021e-08,2.242008145396057195e-02,1.000000211276113456e-08,2.787182246661505380e-01,1.654453306946634950e-02
1.795577157827399906e-01,1.574798121877898360e-01,1.000000000000000021e-08,2.715464558427771458e-02,1.000000000000000021e-08,2.268446528919687566e-02,1.000001533607588277e-08,2.762587645801779512e-01,1.666362318961345235e-02
1.826488059896342331e-01,1.605014051273618847e-01,1.000000000000000021e-08,2.741354238784077246e-02,1.000000000000000021e-08,2.295737852719947902e-02,1.000001126527786179e-08,2.737916070856035722e-01,1.678605729321436257e-02
1.857931093855329785e-01,1.635924423870336319e-01,1.000000000000000021e-08,2.768128361556843053e-02,1.000000000000000021e-08,2.323919743489155643e-02,1.000000000000000021e-08,2.713167361010879741e-01,1.691196381771153945e-02
1.889915420367087595e-01,1.667547246517904203e-01,1.000000000000000021e-08,2.795826927885958213e-02,1.000000000000000021e-08,2.353031973439412283e-02,1.000000000000000021e-08,2.688342820842718472e-01,1.704147774373410140e-02
1.922450357795360831e-01,1.699901046135594562e-01,1.000000000000000021e-08,2.824492253569754752e-02,1.000000000000000021e-08,2.383116609509183803e-02,1.000000000000000021e-08,2.663440882046371749e-01,1.717474101760274596e-02
1.955545384919741558e-01,1.733004886069329231e-01,1.000000000000000021e-08,2.854169137873641127e-02,1.000000000000000021e-08,2.414218177885563144e-02,1.000000722028858895e-08,2.638463731888144870e-01,1.731190299696483414e-02
1.989210143697229538e-01,1.766878382890118004e-01,1.000000000000000021e-08,2.884905040447338642e-02,1.000000000000000021e-08,2.446383840015231570e-02,1.000001108925789551e-08,2.613410846129288201e-01,1.745312094648443502e-02
2.023454442071336568e-01,1.801541723669468631e-01,1.000000000000000021e-08,2.916750275922264102e-02,1.000000000000000021e-08,2.479663584949265420e-02,1.000000000000000021e-08,2.588282994589088393e-01,1.759856055707753608e-02
2.058288256829547136e-01,1.837015683920935061e-01,1.000000000000000021e-08,2.949758224694809527e-02,1.000000000000000021e-08,2.514110437880856530e-02,1.000000000000000021e-08,2.563080645008941616e-01,1.774839652402393497e-02
2.093721736509972231e-01,1.873321646063221824e-01,1.000000000000000021e-08,2.983985562619162479e-02,1.000000000000000021e-08,2.549780687116909306e-02,1.000001519425386920e-08,2.537803949781712864e-01,1.790281315059871758e-02
2.129765204358037567e-01,1.910481618623620648e-01,1.000000000000000021e-08,3.019492510987520362e-02,1.000000000000000021e-08,2.586734131464107911e-02,1.000001120707574975e-08,2.512455187714833782e-01,1.806200503346000463e-02
2.166429161334082476e-01,1.948518255753821649e-01,1.000000000000000021e-08,3.056343108509551598e-02,1.000000000000000021e-08,2.625034349225674468e-02,1.000000467772358941e-08,2.487033546405962581e-01,1.822617777091894986e-02
2.203724289172714068e-01,1.987454877907877115e-01,1.000000000000000021e-08,3.094605510901438095e-02,1.000000000000000021e-08,2.664748993320897874e-02,1.000001478567719560e-08,2.461540258099356726e-01,1.839554875143811774e-02
2.241661453494847578e-01,2.027315492703993804e-01,1.000000000000000021e-08,3.134352313023724967e-02,1.000000000000000021e-08,2.705950110873911463e-02,1.000000000000000021e-08,2.435977474157476896e-01,1.857034800793100349e-02
2.280251706973313586e-01,2.068124816626872864e-01,1.000000000000000021e-08,3.175660904372668014e-02,1.000000000000000021e-08,2.748714496131965390e-02,1.000000950507819571e-08,2.410345998935973233e-01,1.875081915029019886e-02
2.319506292552958593e-01,2.109908297750755501e-01,1.000000000000000021e-08,3.218613862937735881e-02,1.000000000000000021e-08,2.793124075100350545e-02,1.000000000000000021e-08,2.384646444859984671e-01,1.893722036942069309e-02
2.359436646726183473e-01,2.152692138694041191e-01,1.000000000000000021e-08,3.263299375626060872e-02,1.000000000000000021e-08,2.839266326461853396e-02,1.000000000000000021e-08,2.358880384628415650e-01,1.912982553882935921e-02
2.400054402864869041e-01,2.196503320754497057e-01,1.000000000000000021e-08,3.309811712277666018e-02,1.000000000000000021e-08,2.887234745934597058e-02,1.000000481304596349e-08,2.333050921770462027e-01,1.932892542169040162e-02
2.441371394609660461e-01,2.241369628619851451e-01,1.000000000000000021e-08,3.358251737881490229e-02,1.000000000000000021e-08,2.937129354923073699e-02,1.000000000000000021e-08,2.307158676283013188e-01,1.953482898041147831e-02
2.483399659317598596e-01,2.287319676076997599e-01,1.000000000000000021e-08,3.408727481215834132e-02,1.000000000000000021e-08,2.989057260451843945e-02,1.000000000000000186e-08,2.281205508148317351e-01,1.974786482436585722e-02
2.526151441569102762e-01,2.334382932229208674e-01,1.000000000000000021e-08,3.461354758300205781e-02,1.000000000000000021e-08,3.043133273244036374e-02,1.000000000000000021e-08,2.255193821584130509e-01,1.996838277180801313e-02
2.569639196735326037e-01,2.382587655910104463e-01,4.367903754255691995e-03,3.516257863194161004e-02,1.000000000000000021e-08,3.099480588456238195e-02,1.000000000000000021e-08,2.229126937842336176e-01,2.019675559569855672e-02
2.613875594606921426e-01,2.431954045223372329e-01,1.261079423234741717e-02,3.573570329977560078e-02,1.000000000000000021e-08,3.158231538533184946e-02,1.000000000000000021e-08,2.203007895407544936e-01,2.043338092187485522e-02
2.658873523085281132e-01,2.482510242695532554e-01,2.143762073493448925e-02,3.633435777488314145e-02,1.000000000000000021e-08,3.219528426936513199e-02,1.000000000000000021e-08,2.176837397096362814e-01,2.067868331549271854e-02
2.704646091937314978e-01,2.534286212500875823e-01,3.088123316223507012e-02,3.696008839095599185e-02,1.000000000000000021e-08,3.283524449617503116e-02,1.000000000000000021e-08,2.150621812394966081e-01,2.093311659599783603e-02
2.751206636614871859e-01,2.587312514833914889e-01,4.097627363483428986e-02,3.761456206364277577e-02,1.000000000000000021e-08,3.350384720735744004e-02,1.000000000000000021e-08,2.124361862153062441e-01,2.119716639480428988e-02
2.798568722139910259e-01,2.641620295196620560e-01,5.175981945560491349e-02,3.829957778537984581e-02,1.000000000000000021e-08,3.420287410414601936e-02,1.000000000000000021e-08,2.098064425680436496e-01,2.147135294251911741e-02
2.846746147056555265e-01,2.697241270481500752e-01,6.327042493419349212e-02,3.901707947021337830e-02,1.000000000000000021e-08,3.493425011830564308e-02,1.000000000000000021e-08,2.071732098270982481e-01,2.175623425658090859e-02
2.895752947451182835e-01,2.754207711874947506e-01,7.555035490413028465e-02,3.976917026500781382e-02,1.000000000000000021e-08,3.570005753690308481e-02,1.000000322703272191e-08,2.045369132779364385e-01,2.205240951857823095e-02
2.945603401041726466e-01,2.812552423728829076e-01,8.864320328194977283e-02,4.055812853810247809e-02,1.000000000000000021e-08,3.650255177421213304e-02,1.000000000000000186e-08,2.018982548739504945e-01,2.236052300078505972e-02
2.996312031337355353e-01,2.872308718689582374e-01,1.025961318134399614e-01,4.138642572857476054e-02,1.000000000000000021e-08,3.734417900865527606e-02,1.000000029703369258e-08,1.992577596772792115e-01,2.268126833029548983e-02
3.047893611869784136e-01,2.933510387764108884e-01,1.174583725434040216e-01,4.225674645843469079e-02,1.000000000000000021e-08,3.822759594030378238e-02,1.000000000000000021e-08,1.966160539075118008e-01,2.301539328709933940e-02
3.100363170497416609e-01,2.996191665593712639e-01,1.332842502563358622e-01,4.317201087367616985e-02,1.000000000000000021e-08,3.915569195734081021e-02,1.000000070407986697e-08,1.939738606172980995e-01,2.336370515535135528e-02
3.153735993783585156e-01,3.060387190183713191e-01,1.501293621254332356e-01,4.413540002906968240e-02,1.000000000000000021e-08,4.013161405121667968e-02,1.000000000000000021e-08,1.913319827949033491e-01,2.372707672840657089e-02
3.208027631450159900e-01,3.126131956289097680e-01,1.680545193502926138e-01,4.515038433041174137e-02,1.000000000000000021e-08,4.115879487349083377e-02,1.000000000000000021e-08,1.886912827152280037e-01,2.410645307353576072e-02
3.263253900907832628e-01,3.193461262228498576e-01,1.871241287001065290e-01,4.622075554193316727e-02,1.000000000000000021e-08,4.224098434979839389e-02,1.000000000000000021e-08,1.860527040845500468e-01,2.450285906782290191e-02
3.319430891864382227e-01,3.262410649265516938e-01,2.074067958933639988e-01,4.735066314408475918e-02,1.000000000000000021e-08,4.338228543375488577e-02,1.000000277166301512e-08,1.834173099443549559e-01,2.491740803993403031e-02
3.376574971012278326e-01,3.333015832947652246e-01,2.289760181607191636e-01,4.854465539565100407e-02,1.000000000000000021e-08,4.458719454725068587e-02,1.000000070410774461e-08,1.807863140486054010e-01,2.535131139465385264e-02
3.434702786796976492e-01,3.405312625259546699e-01,2.519105665844142417e-01,4.980772579262793265e-02,1.000000000000000021e-08,4.586064740581474730e-02,1.000000164288460055e-08,1.781609036978638316e-01,2.580588963224661470e-02
3.493831274267304998e-01,3.479336847495928531e-01,2.762950740087155577e-01,5.114536603895292188e-02,1.000000000000000021e-08,4.720807109991809192e-02,1.000000079759047628e-08,1.755426946262537979e-01,2.628258482042644673e-02
3.553977660009347006e-01,3.555124232365394210e-01,3.022195067369782828e-01,5.256362618259768915e-02,1.000000000000000021e-08,4.863544329823654699e-02,1.000000000000000021e-08,1.729331985205106448e-01,2.678297482776548222e-02
3.615159467165259821e-01,3.632710314307241450e-01,3.297805500638957277e-01,5.406918320279396895e-02,1.000000000000000021e-08,5.014935972349476856e-02,1.000000000000000021e-08,1.703342343235528800e-01,2.730878961588467657e-02
3.677394520538498357e-01,3.712130307453413991e-01,3.590832121562030910e-01,5.566941931530311471e-02,1.000000000000000021e-08,5.175711115410863705e-02,1.000000000000000186e-08,1.677477309945430983e-01,2.786192988425795214e-02
3.740700951786917194e-01,3.793418969972484067e-01,3.902387145066965601e-01,5.737251149115740745e-02,1.000000000000000021e-08,5.346677143203582006e-02,1.000000000000000021e-08,1.651760661863397595e-01,2.844448855304948509e-02
3.805097204705278902e-01,3.876610452991200439e-01,4.233683050724678099e-01,5.918753401442766737e-02,1.000000000000000021e-08,5.528729821499944741e-02,1.000000000000000186e-08,1.626217940837917930e-01,2.905877554228042392e-02
3.870602040598696281e-01,3.961738133791088412e-01,4.586017626358118160e-01,6.112457605314713938e-02,1.000000000000000021e-08,5.722864844819497421e-02,1.000000026402995045e-08,1.600875878100238570e-01,2.970734649361217450e-02
3.937234543748577287e-01,4.048834431198931050e-01,4.960796240910443355e-01,6.319487667003720333e-02,1.000000000000000021e-08,5.930191088272906974e-02,1.000000000000000021e-08,1.575767907814648594e-01,3.039303607498422544e-02
4.005014126972685218e-01,4.137930601839236999e-01,5.359531290504291334e-01,6.541098000996958817e-02,1.000000000000000021e-08,6.151945830207306010e-02,1.000000146683305417e-08,1.550929950853373041e-01,3.111899694573116992e-02
4.073960537280876815e-01,4.229056515815923234e-01,5.783874164069520152e-01,6.778691380388113252e-02,1.000000000000000021e-08,6.389512251534501530e-02,1.000000000000000021e-08,1.526402434319684698e-01,3.188874532188745725e-02
4.144093861628240227e-01,4.322240410159121637e-01,6.235596565199634789e-01,7.033839482583958969e-02,1.000000000000000021e-08,6.644439561560799845e-02,1.000000000000000021e-08,1.502233203818794938e-01,3.270621460985134732e-02
4.215434532767258213e-01,4.417508617976890761e-01,6.716632837368228248e-01,7.308306538404441000e-02,1.000000000000000021e-08,6.918466145434210013e-02,1.000000000000000021e-08,1.478473592209974263e-01,3.357581874248449783e-02
4.288003335200716859e-01,4.514885271756838847e-01,7.229085080319865853e-01,7.604076542231297253e-02,1.000000000000000021e-08,7.213546174404883438e-02,1.000000045349917866e-08,1.455185648061912973e-01,3.450252743860660054e-02
4.361821411237096213e-01,4.614391978813154882e-01,7.775237977856761518e-01,7.923384543491507337e-02,1.000000000000000021e-08,7.531880167569959816e-02,1.000000030134105695e-08,1.432437733436515148e-01,3.549195579444863746e-02
4.436910267150202536e-01,4.716047466424055923e-01,8.357581766332558004e-01,8.268752537422119353e-02,1.000000000000000021e-08,7.875950020786315342e-02,1.000000000000000021e-08,1.410309152234811014e-01,3.655047192993521321e-02
4.513291779444841278e-01,4.819867195080922428e-01,8.978845463962243922e-01,8.643030576121923936e-02,1.000000000000000021e-08,8.248559053780968320e-02,1.000000000000000021e-08,1.388891825260773483e-01,3.768532658760870291e-02
4.590988201230350452e-01,4.925862937073904879e-01,9.642005525712629144e-01,9.049443627448527927e-02,1.000000000000000021e-08,8.652877597736452486e-02,1.000000016554258583e-08,1.368291044414765290e-01,3.890481036266402182e-02
4.670022168703857335e-01,5.034042318390509196e-01,1.035032947376495205e+00,9.491644731686044167e-02,1.000000000000000021e-08,9.092494604907175315e-02,1.000000000000000021e-08,1.348628476056245584e-01,4.021844549204944830e-02
4.750416707745143130e-01,5.144408321244378079e-01,1.110741015781538277e+00,9.973774847257343978e-02,1.000000000000000021e-08,9.571475618088642889e-02,1.000000000000000186e-08,1.330044887127428410e-01,4.163722141411441147e-02
4.832195240625039578e-01,5.256958745170924319e-01,1.191719687833485697e+00,1.050052956133791238e-01,1.000000000000000021e-08,1.009442720418327610e-01,1.000000000000000021e-08,1.312704678277187009e-01,4.317388598522065024e-02
4.915381592829308754e-01,5.371685623796075282e-01,1.278404599144965736e+00,1.107723244707958798e-01,1.000000000000000021e-08,1.066656754996873069e-01,1.000000000000000021e-08,1.296797215335093179e-01,4.484330831742389112e-02
5.000000000000000000e-01,5.488574595135395917e-01,1.371277809059197716e+00,1.170991424501148792e-01,1.000000000000000021e-08,1.129380230163219423e-01,1.000000000000000021e-08,1.282544814746719164e-01,4.666293422119960344e-02
