# # epsilon, errors_L2, lambdas_L2, errors_L1, lambdas_L1, errors_Huber,lambdas_Huber, huber_params, errors_BO
8.738184767327140164e-04,1.155431484087787730e-02,9.814334885827596944e-02,1.699560390718657388e-02,3.869829210510180584e-01,1.106303184087176206e-02,9.777507916616699768e-02,8.304529069448411960e-01,1.101372110654175174e-02
8.888612819068451030e-04,1.156428529325714827e-02,9.811145107185809122e-02,1.699619156145115717e-02,3.869409963266000618e-01,1.106434224000785171e-02,9.774031488347850738e-02,8.290085834508066354e-01,1.101430401667513603e-02
9.041630493180221424e-04,1.157442776595707379e-02,9.807913324730344051e-02,1.699678936542858843e-02,3.868976000814370875e-01,1.106567198510921557e-02,9.770495537411413856e-02,8.275631931057864099e-01,1.101489582168113657e-02
9.197282370071119349e-04,1.158474522856978162e-02,9.804606375347602043e-02,1.699739749283457613e-02,3.868542087032541543e-01,1.106702135996151526e-02,9.766918214010683608e-02,8.261168549782962334e-01,1.101549665511880605e-02
9.355613797602572133e-04,1.159524071099160558e-02,9.801258931688416887e-02,1.699801612478513135e-02,3.868093464598132414e-01,1.106839064753417645e-02,9.763279497587276645e-02,8.246678596911158898e-01,1.101610665663566024e-02
9.516670904300484398e-04,1.160591729027249386e-02,9.797835983784988767e-02,1.699864544246376674e-02,3.867641943067917087e-01,1.106978013737602851e-02,9.759576686443963145e-02,8.232183428975321515e-01,1.101672596184022357e-02
9.680500612794395608e-04,1.161677810004935196e-02,9.794360036418303661e-02,1.699928563212949051e-02,3.867187523467062182e-01,1.107119012253487966e-02,9.755838969161158281e-02,8.217670257345033313e-01,1.101735471720455273e-02
9.847150653487992279e-04,1.162782632503156499e-02,9.790833014676673940e-02,1.699993687892220606e-02,3.866718128504703644e-01,1.107262090190985759e-02,9.752013656825508914e-02,8.203141782596836684e-01,1.101799306345863094e-02
1.001666957846495494e-03,1.163906520531599043e-02,9.787247504539461906e-02,1.700059937834730306e-02,3.866243166942593401e-01,1.107407277667116219e-02,9.748148606921591686e-02,8.188598283170317460e-01,1.101864114797279637e-02
1.018910677563419475e-03,1.165049804407147782e-02,9.783590503452008202e-02,1.700127332516343515e-02,3.865760889447937831e-01,1.107554605157123895e-02,9.744217002538538286e-02,8.174040887076794437e-01,1.101929911761556635e-02
1.036451248311865293e-03,1.166212819294742964e-02,9.779871422360436606e-02,1.700195891457356723e-02,3.865268326375890240e-01,1.107704103880258195e-02,9.740225414085081079e-02,8.159475363130781478e-01,1.101996712118591404e-02
1.054293780389163647e-03,1.167395906700918751e-02,9.776095928784604705e-02,1.700265635171716028e-02,3.864767002206361823e-01,1.107855805381041669e-02,9.736192640262386622e-02,8.144889383990607801e-01,1.102064531383128987e-02
1.072443472066539685e-03,1.168599413982973623e-02,9.772247365305369859e-02,1.700336584176520560e-02,3.864259477319082481e-01,1.108009741321680508e-02,9.732068189522732893e-02,8.130286547077539838e-01,1.102133385000814148e-02
1.090905611103569310e-03,1.169823694755911525e-02,9.768342477489834474e-02,1.700408759161708971e-02,3.863740606337298100e-01,1.108165944500605349e-02,9.727899976690908279e-02,8.115668230501841274e-01,1.102203288340009024e-02
1.109685576288738963e-03,1.171069108033240269e-02,9.764362760324474255e-02,1.700482181624152211e-02,3.863215160961414041e-01,1.108324447525865786e-02,9.723664196928347159e-02,8.101041538052344837e-01,1.102274257753732556e-02
1.128788839006494198e-03,1.172336019739494972e-02,9.760310168358518612e-02,1.700556873178138417e-02,3.862678740052331583e-01,1.108485283932481025e-02,9.719352960634669580e-02,8.086398338231688410e-01,1.102346309498802857e-02
1.148220964831297682e-03,1.173624802223360852e-02,9.756208994328043060e-02,1.700632855768624552e-02,3.862133546901307390e-01,1.108648487377439373e-02,9.714989063627794963e-02,8.071738784285913404e-01,1.102419460071346613e-02
1.167987615149099732e-03,1.174935833958734577e-02,9.752025805351899335e-02,1.700710151811102300e-02,3.861579959300504572e-01,1.108814092242171867e-02,9.710558793849008441e-02,8.057064847532415808e-01,1.102493725432096561e-02
1.188094548806741153e-03,1.176269500063198414e-02,9.747770007957597127e-02,1.700788784091789019e-02,3.861014298173653381e-01,1.108982133249170055e-02,9.706064177973171281e-02,8.042379034976360197e-01,1.102569123142693730e-02
1.208547623789743303e-03,1.177626192940128824e-02,9.743445416695063754e-02,1.700868775987807169e-02,3.860442828467044452e-01,1.109152646033595424e-02,9.701495212611699337e-02,8.027676107571112274e-01,1.102645670379232001e-02
1.229352798928983479e-03,1.179006310642938260e-02,9.739037373107750639e-02,1.700950150887803325e-02,3.859859656454743271e-01,1.109325666156535384e-02,9.696852316208481870e-02,8.012955155335224067e-01,1.102723384702786191e-02
1.250516135636749139e-03,1.180410259178987786e-02,9.734564218909240452e-02,1.701032932878598913e-02,3.859264706907000186e-01,1.109501230043896669e-02,9.692151395422610172e-02,7.998224463704742826e-01,1.102802283726533883e-02
1.272043799672680116e-03,1.181838451262784417e-02,9.730004112684867423e-02,1.701117146351416309e-02,3.858661061913464252e-01,1.109679374671523888e-02,9.687381545813375516e-02,7.983474081202670547e-01,1.102882385484571515e-02
1.293942062940110120e-03,1.183291306904310503e-02,9.725371966573831406e-02,1.701202816295799281e-02,3.858047989582117365e-01,1.109860137229246035e-02,9.682512609657532854e-02,7.968709125141884009e-01,1.102963708333981607e-02
1.316217305313331209e-03,1.184769253285899993e-02,9.720677043850557697e-02,1.701289967931129965e-02,3.857423194837406033e-01,1.110043555727568965e-02,9.677596819786472848e-02,7.953935878851016161e-01,1.103046270517205052e-02
1.338876016496324184e-03,1.186272725261083849e-02,9.715874997352533238e-02,1.701378627077643202e-02,3.856786591402016073e-01,1.110229668675755121e-02,9.672603323310736967e-02,7.939141207212790929e-01,1.103130091614989983e-02
1.361924797913463200e-03,1.187802164740769939e-02,9.710997490525552500e-02,1.701468819646012598e-02,3.856140621872753971e-01,1.110418515064504064e-02,9.667519526574103184e-02,7.924330615281616197e-01,1.103215190288975300e-02
1.385370364632805855e-03,1.189358022387643210e-02,9.706043712680473279e-02,1.701560573059568426e-02,3.855481613465695512e-01,1.110610134862755061e-02,9.662372010612121920e-02,7.909502688634157952e-01,1.103301585787686001e-02
1.409219547322449915e-03,1.190940755472280621e-02,9.701008228576603332e-02,1.701653913664324946e-02,3.854816846174308198e-01,1.110804567910661511e-02,9.657142374512163452e-02,7.894666599288906461e-01,1.103389298078483183e-02
1.433479294240612651e-03,1.192550830242433690e-02,9.695871738929207062e-02,1.701748869349861693e-02,3.854133800815632283e-01,1.111001854977144987e-02,9.651826458394799357e-02,7.879814493600885150e-01,1.103478347299258200e-02
1.458156673259924539e-03,1.194188720253586133e-02,9.690649200593268175e-02,1.701845468072837875e-02,3.853442790193080114e-01,1.111202037613323590e-02,9.646441121911722427e-02,7.864942952110289820e-01,1.103568753729433638e-02
1.483258873926618674e-03,1.195854908086069202e-02,9.685355541514575894e-02,1.701943738534450468e-02,3.852737203744680539e-01,1.111405157428468904e-02,9.640980942755236760e-02,7.850058090266531785e-01,1.103660538087203324e-02
1.508793209555118727e-03,1.197549884248338969e-02,9.679955781411761495e-02,1.702043709879896838e-02,3.852024306123567610e-01,1.111611257332922875e-02,9.635421889301841458e-02,7.835162984513637241e-01,1.103753721039524294e-02
1.534767119358735601e-03,1.199274148205020651e-02,9.674461177605173101e-02,1.702145411701971867e-02,3.851295468516817699e-01,1.111820380451855605e-02,9.629782639145570422e-02,7.820242622126741816e-01,1.103848324277756365e-02
1.561188170617002760e-03,1.201028207564580619e-02,9.668888501374481304e-02,1.702248873948475349e-02,3.850552811862713587e-01,1.112032570475562920e-02,9.624077648437760757e-02,7.805313166928868895e-01,1.103944369283171856e-02
1.588064060880345395e-03,1.202812579150913663e-02,9.663219448629956077e-02,1.702354127031679987e-02,3.849800934375312567e-01,1.112247871849669778e-02,9.618269904827411731e-02,7.790369104992305171e-01,1.104041877972739005e-02
1.615402620212696896e-03,1.204627789480317013e-02,9.657439446762489110e-02,1.702461203174054916e-02,3.849034334305219685e-01,1.112466329871431014e-02,9.612371939191997894e-02,7.775409172836207361e-01,1.104140872846637311e-02
1.643211813472721583e-03,1.206474373142119028e-02,9.651574485672687054e-02,1.702570132968461714e-02,3.848253215456316489e-01,1.112687990138683247e-02,9.606384528064501604e-02,7.760428237145061692e-01,1.104241376178327627e-02
1.671499742634308550e-03,1.208352874182572201e-02,9.645593428409511561e-02,1.702680949264845367e-02,3.847460499721321314e-01,1.112912899034346204e-02,9.600321949046694558e-02,7.745438194128076992e-01,1.104343411374919537e-02
1.700274649147013369e-03,1.210263847214587685e-02,9.639527769547689973e-02,1.702793684812875519e-02,3.846656205763097081e-01,1.113141103567816259e-02,9.594149019712218396e-02,7.730425187545355570e-01,1.104447001395991723e-02
1.729544916337136121e-03,1.212207855451419292e-02,9.633342739293945800e-02,1.702908373084066618e-02,3.845831444866928406e-01,1.113372651710231587e-02,9.587887049093095360e-02,7.715406418563406366e-01,1.104552170104877717e-02
1.759319071850131170e-03,1.214185472600282090e-02,9.627067969424202287e-02,1.703025047765849287e-02,3.844999250390953582e-01,1.113607591746834657e-02,9.581546707132292118e-02,7.700367042504181470e-01,1.104658941723057897e-02
1.789605790135065985e-03,1.216197282205544461e-02,9.620685392182308504e-02,1.703143744009127936e-02,3.844148534919599181e-01,1.113845973071692086e-02,9.575094926074054213e-02,7.685311713303970560e-01,1.104767340466772385e-02
1.820413894971846308e-03,1.218243878125147006e-02,9.614180316781900659e-02,1.703264497213297091e-02,3.843287742687085951e-01,1.114087845594902149e-02,9.568534613226320484e-02,7.670238060737777364e-01,1.104877391413772170e-02
1.851752362041959041e-03,1.220325864248117398e-02,9.607571448018610571e-02,1.703387342637308066e-02,3.842409550030427834e-01,1.114333259540978283e-02,9.561914616742440975e-02,7.655151158935242783e-01,1.104989119591248681e-02
1.883630321543441465e-03,1.222443855275878732e-02,9.600842512327326106e-02,1.703512317014999056e-02,3.841517633293369816e-01,1.114582266630392837e-02,9.555164794398564310e-02,7.640050233819277725e-01,1.105102550317971222e-02
1.916057060850915109e-03,1.224598477070837355e-02,9.594015741375871986e-02,1.703639457489902753e-02,3.840604674963008502e-01,1.114834918803975228e-02,9.548343470995240834e-02,7.624930922809008971e-01,1.105217710274142284e-02
1.949042027221354082e-03,1.226790365679164552e-02,9.587062070909024847e-02,1.703768801914917752e-02,3.839678747932606662e-01,1.115091269003087859e-02,9.541394486455678781e-02,7.609795221554952471e-01,1.105334625114529068e-02
1.982594830546493842e-03,1.229020169415040442e-02,9.579981782148160041e-02,1.703900388630241736e-02,3.838741326363287465e-01,1.115351370935124820e-02,9.534346672465623951e-02,7.594646271512004443e-01,1.105453322192029297e-02
2.016725246152561470e-03,1.231288546356013036e-02,9.572788865605072472e-02,1.704034256950470727e-02,3.837785096929802742e-01,1.115615278809101163e-02,9.527198574918530061e-02,7.579480519464122379e-01,1.105573828217942811e-02
2.051443217648266180e-03,1.233596167818151734e-02,9.565485407303067622e-02,1.704170446728037192e-02,3.836813001705666193e-01,1.115883048083121665e-02,9.519931321195160279e-02,7.564294497945169837e-01,1.105696171349157542e-02
2.086758859821752615e-03,1.235943715844900481e-02,9.558041107255545177e-02,1.704308998378989415e-02,3.835820661917169749e-01,1.116154734684915439e-02,9.512568914099911455e-02,7.549098914504865920e-01,1.105820379435384915e-02
2.122682461587491187e-03,1.238331884805266014e-02,9.550486836923552381e-02,1.704449953254050243e-02,3.834812483039887754e-01,1.116430395490786154e-02,9.505098588254903835e-02,7.533885003188903751e-01,1.105946480799602227e-02
2.159224488983843386e-03,1.240761380998334218e-02,9.542791442094264442e-02,1.704593352964756114e-02,3.833788477631360214e-01,1.116710088124461819e-02,9.497504802206686858e-02,7.518658170645124983e-01,1.106074504560650151e-02
2.196395588222263291e-03,1.243232924052306565e-02,9.534957546531755423e-02,1.704739241244590531e-02,3.832744271022386906e-01,1.116993871356974921e-02,9.489807830467453242e-02,7.503409318262062033e-01,1.106204480034755910e-02
2.234206588788980544e-03,1.245747244668349296e-02,9.526999139277800288e-02,1.704887660766063462e-02,3.831688652216052038e-01,1.117281804292380443e-02,9.481993865690950540e-02,7.488143707472625366e-01,1.106336437320887267e-02
2.272668506600078551e-03,1.248305087774004285e-02,9.518918358261951873e-02,1.705038655961343963e-02,3.830611399051118138e-01,1.117573947509353793e-02,9.474063635438537134e-02,7.472865409866645825e-01,1.106470406230986026e-02
2.311792547210890329e-03,1.250907210615359588e-02,9.510668319157500328e-02,1.705192271653044322e-02,3.829513991076612389e-01,1.117870361678185986e-02,9.466009983779477555e-02,7.457572359615899371e-01,1.106606418083644350e-02
2.351590109080640978e-03,1.253554384574862013e-02,9.502309219954115094e-02,1.705348554613905776e-02,3.828397723918702256e-01,1.118171109507026806e-02,9.457838670837517836e-02,7.442260800457638492e-01,1.106744503846923688e-02
2.392072786893293876e-03,1.256247393600151696e-02,9.493784494723697676e-02,1.705507550688256657e-02,3.827265900098192897e-01,1.118476253601885517e-02,9.449546520773259572e-02,7.426932894750406522e-01,1.106884695172383193e-02
2.433252374935563397e-03,1.258987035934189258e-02,9.485121648154108687e-02,1.705669307504487087e-02,3.826111051111766859e-01,1.118785857904258663e-02,9.441142905001238816e-02,7.411586798287119748e-01,1.107027024516349378e-02
2.475140870533080323e-03,1.261774123991799001e-02,9.476321974750059884e-02,1.705833873505557818e-02,3.824937576500448966e-01,1.119099987318361578e-02,9.432603829540373019e-02,7.396226800794749590e-01,1.107171524621186620e-02
2.517750477545710464e-03,1.264609484443646181e-02,9.467371408187602588e-02,1.706001298038772873e-02,3.823735279837914280e-01,1.119418707689034953e-02,9.423941551070919020e-02,7.380849635326306446e-01,1.107318228692877327e-02
2.561093609923057769e-03,1.267493958590448777e-02,9.458255942857760057e-02,1.706171631036190739e-02,3.822524609259047024e-01,1.119742085850594648e-02,9.415146065077065196e-02,7.365457683886820206e-01,1.107467170591358574e-02
2.605182895321135530e-03,1.270428401882695013e-02,9.449004932635329812e-02,1.706344923599534269e-02,3.821292449341282538e-01,1.120070189385269366e-02,9.406222390016084900e-02,7.350042153383629095e-01,1.107618384589192928e-02
2.650031178781367489e-03,1.273413686066970918e-02,9.439575536233436870e-02,1.706521227611235147e-02,3.820032807946557307e-01,1.120403087313182056e-02,9.397167072034702529e-02,7.334618326335793359e-01,1.107771905257248779e-02
2.695651526472839146e-03,1.276450697436004589e-02,9.430011513168161386e-02,1.706700595864307779e-02,3.818750448300334277e-01,1.120740849373103032e-02,9.387984341987166970e-02,7.319173864471544277e-01,1.107927768499095134e-02
2.742057229499059081e-03,1.279540338008522404e-02,9.420273719754559960e-02,1.706883082072185864e-02,3.817451038281457487e-01,1.121083546375678530e-02,9.378665772214467289e-02,7.303713425655367075e-01,1.108086009691167106e-02
2.789261807770167072e-03,1.282683525969119387e-02,9.410369898049067428e-02,1.707068741018624713e-02,3.816131683026069421e-01,1.121431250262983070e-02,9.369195867017482415e-02,7.288236523170468217e-01,1.108246665766610128e-02
2.837279013941887851e-03,1.285881195586902059e-02,9.400304179514928915e-02,1.707257628472103050e-02,3.814786216523674001e-01,1.121784034000361530e-02,9.359595913520769861e-02,7.272744209585286779e-01,1.108409773731733328e-02
2.886122837422208914e-03,1.289134297920657701e-02,9.390052001456597464e-02,1.707449801014893076e-02,3.813412495063186469e-01,1.122141971749246459e-02,9.349861233500272872e-02,7.257231102413115309e-01,1.108575371190012593e-02
2.935807508447118522e-03,1.292443800371678719e-02,9.379622948568780427e-02,1.707645316498873633e-02,3.812021891422820996e-01,1.122505138595553120e-02,9.339972802690446607e-02,7.241703853333480989e-01,1.108743496560493647e-02
2.986347502226432624e-03,1.295810687627163560e-02,9.369030154631388663e-02,1.707844233230271236e-02,3.810608073718072530e-01,1.122873610845398495e-02,9.329953934897872170e-02,7.226161644218767055e-01,1.108914188527554412e-02
3.037757543161040321e-03,1.299235962569800229e-02,9.358268836502577070e-02,1.708046612142921639e-02,3.809169160118305864e-01,1.123247465993926220e-02,9.319765297591439679e-02,7.210599184619095325e-01,1.109087486401594269e-02
3.090052609132729750e-03,1.302720644158439356e-02,9.347307470054182221e-02,1.708252513194796762e-02,3.807698640407749524e-01,1.123626782682762837e-02,9.309433772121572526e-02,7.195020612709727148e-01,1.109263430661389105e-02
3.143247935867869800e-03,1.306265771016512645e-02,9.336157479797356495e-02,1.708461998423604911e-02,3.806211258126340202e-01,1.124011640587485594e-02,9.298958609706686751e-02,7.179424220984549354e-01,1.109442061014098702e-02
3.197359021376207974e-03,1.309872399701506041e-02,9.324839155337977248e-02,1.708675131182602058e-02,3.804695417766276178e-01,1.124402120841327957e-02,9.288333841705703753e-02,7.163813840908237474e-01,1.109623421438843405e-02
3.252401630466087573e-03,1.313541604944967744e-02,9.313312230715298234e-02,1.708891975473059155e-02,3.803151879261945090e-01,1.124798305494678630e-02,9.277543252755342251e-02,7.148183495587232539e-01,1.109807551466091002e-02
3.308391799337388316e-03,1.317274481291685895e-02,9.301586390330823795e-02,1.709112596931783301e-02,3.801585754363544511e-01,1.125200278175619850e-02,9.266588285761050148e-02,7.132537857831502404e-01,1.109994494482036131e-02
3.365345840253537810e-03,1.321072142616319667e-02,9.289664190977980907e-02,1.709337061935323199e-02,3.799989457855094122e-01,1.125608123439625352e-02,9.255485525710369088e-02,7.116872860730698580e-01,1.110184293905658315e-02
3.423280346293966058e-03,1.324935721974429548e-02,9.277558879498268296e-02,1.709565438262372616e-02,3.798366289598169576e-01,1.126021927347675700e-02,9.244224885174379125e-02,7.101193215597294550e-01,1.110376993748551921e-02
3.482212196188323988e-03,1.328866373444581583e-02,9.265228627752597479e-02,1.709797794994138975e-02,3.796715197684183973e-01,1.126441777290909663e-02,9.232779221784691293e-02,7.085492254625838093e-01,1.110572638920048760e-02
3.542158559234009473e-03,1.332865270659944201e-02,9.252701815556281517e-02,1.710034202413357463e-02,3.795038029334376617e-01,1.126867761698679971e-02,9.221187311853407120e-02,7.069778877742110001e-01,1.110771274966215749e-02
3.603136900298241178e-03,1.336933609103607701e-02,9.239966926277669301e-02,1.710274731798633319e-02,3.793328304941431250e-01,1.127299970707618115e-02,9.209417555656382315e-02,7.054044325853625619e-01,1.110972947795141330e-02
3.665164984906357695e-03,1.341072604902415755e-02,9.227009880371223050e-02,1.710519456153480888e-02,3.791591766607939062e-01,1.127738495574792665e-02,9.197481922923141096e-02,7.038294647844010044e-01,1.111177704653898424e-02
3.728260884417595317e-03,1.345283495905436055e-02,9.213836935548036511e-02,1.710768449633270905e-02,3.789821400579218569e-01,1.128183428988482895e-02,9.185352792265223665e-02,7.022526954113389452e-01,1.111385593066671618e-02
3.792442981290085249e-03,1.349567542150831301e-02,9.200450820294955867e-02,1.711021787312505538e-02,3.788025838529536227e-01,1.128634865083699701e-02,9.173072338157600703e-02,7.006742171887823112e-01,1.111596661272840070e-02
3.857729974436368246e-03,1.353926026602869648e-02,9.186832770963634931e-02,1.711279546544597352e-02,3.786196446778598013e-01,1.129092899611316980e-02,9.160593976194106314e-02,6.990937758893571718e-01,1.111810958886205736e-02
3.924140884671220401e-03,1.358360254070589690e-02,9.172968974560918864e-02,1.711541805109662029e-02,3.784336163490232829e-01,1.129557629388866502e-02,9.147956844678689636e-02,6.975120502012344126e-01,1.112028535820863695e-02
3.991695060253167872e-03,1.362871553709710248e-02,9.158881155235823468e-02,1.711808642813994474e-02,3.782442869392936280e-01,1.130029153118461416e-02,9.135114260032256572e-02,6.959280823621487588e-01,1.112249442642565533e-02
4.060412182521454770e-03,1.367461277801096386e-02,9.144563415758988345e-02,1.712080140791161220e-02,3.780515870662183864e-01,1.130507570784922144e-02,9.122093268911479758e-02,6.943425202021851206e-01,1.112473731310581471e-02
4.130312271630032402e-03,1.372130802783200210e-02,9.129995965493403753e-02,1.712356381712898390e-02,3.778561033144376413e-01,1.130992983896739190e-02,9.108893465005346579e-02,6.927550537313291734e-01,1.112701454035924797e-02
4.201415692380264244e-03,1.376881529984586017e-02,9.115187027335261427e-02,1.712637449325837835e-02,3.776569009162212831e-01,1.131485495696993304e-02,9.095484195700377639e-02,6.911657742582948405e-01,1.112932664225396717e-02
4.273743160154038455e-03,1.381714886165275047e-02,9.100134367483678210e-02,1.712923429390378338e-02,3.774543639916395632e-01,1.131985210895969374e-02,9.081894680637583872e-02,6.895750620342100401e-01,1.113167416004223753e-02
4.347315746949015694e-03,1.386632322388714478e-02,9.084831888766387031e-02,1.713214409171026631e-02,3.772482460098989798e-01,1.132492235741766606e-02,9.068104783505528954e-02,6.879822734269672724e-01,1.113405764166452983e-02
4.422154887517782546e-03,1.391635317166373120e-02,9.069250657755417722e-02,1.713510477310808966e-02,3.770386428641800403e-01,1.133006678411696555e-02,9.054104058377029918e-02,6.863877954921050462e-01,1.113647765085690189e-02
4.498282385612686896e-03,1.396725374713181367e-02,9.053419324209775743e-02,1.713811724189739927e-02,3.768254166266745697e-01,1.133528648515680359e-02,9.039913289194083379e-02,6.847912973014411708e-01,1.113893475422411683e-02
4.575720420338170655e-03,1.401904026303579798e-02,9.037339337495023384e-02,1.714118241851458890e-02,3.766089351548336794e-01,1.134058257400627490e-02,9.025523418612216298e-02,6.831933157488503383e-01,1.114142949677909833e-02
4.654491552612465520e-03,1.407172831089509302e-02,9.020962124771186863e-02,1.714430124063892613e-02,3.763882669792735225e-01,1.134595618280842544e-02,9.010928501281180447e-02,6.815935146212066531e-01,1.114396255943017611e-02
4.734618731740550431e-03,1.412533375538638225e-02,9.004327248172391829e-02,1.714747466085553285e-02,3.761636349283056235e-01,1.135140845880489024e-02,8.996103689876300269e-02,6.799914949425471811e-01,1.114653444721969144e-02
4.816125302100180902e-03,1.417987275573007189e-02,8.987413907653440948e-02,1.715070365396664798e-02,3.759354060688415711e-01,1.135694057058911355e-02,8.981090086296361630e-02,6.783878778352103733e-01,1.114914579207504364e-02
4.899035009943153440e-03,1.423536175328421471e-02,8.970215206989781698e-02,1.715398920596733490e-02,3.757033719627703716e-01,1.136255370190442093e-02,8.965837277193398902e-02,6.767828470160190957e-01,1.115179721147874226e-02
4.983372010313494652e-03,1.429181749127561574e-02,8.952723058071160311e-02,1.715733232926397456e-02,3.754671814884529835e-01,1.136824905617705994e-02,8.950375342360464281e-02,6.751756323462272391e-01,1.115448933775242679e-02
5.069160874084909993e-03,1.434925701035449919e-02,8.934943564266105420e-02,1.716073404650275691e-02,3.752265561585196307e-01,1.137402785786556514e-02,8.934694211337516900e-02,6.735667313811979362e-01,1.115722280247832821e-02
5.156426595119219074e-03,1.440769766192184775e-02,8.916838194318141286e-02,1.716419540371982855e-02,3.749827928737838323e-01,1.137989134655459367e-02,8.918785296884555736e-02,6.719557515359794175e-01,1.115999824938673779e-02
5.245194597548192249e-03,1.446715710924584286e-02,8.898483679663393708e-02,1.716771746450951319e-02,3.747344674768917083e-01,1.138584078475846084e-02,8.902640099781072847e-02,6.703430350441463847e-01,1.116281633750670910e-02
5.335490743180567458e-03,1.452765334024275212e-02,8.879779972893470097e-02,1.717130132005584287e-02,3.744813747588939812e-01,1.139187745433534182e-02,8.886283545117153182e-02,6.687284605597436649e-01,1.116567773411802911e-02
5.427341339036753989e-03,1.458920465254287535e-02,8.860770067952719597e-02,1.717494806859720669e-02,3.742239530985410623e-01,1.139800265612755936e-02,8.869673955893625505e-02,6.671123360875759190e-01,1.116858312068891301e-02
5.520773145013100139e-03,1.465182968954437115e-02,8.841449327554914972e-02,1.717865883505442781e-02,3.739628517735187896e-01,1.140421771338884227e-02,8.852850680871258982e-02,6.654940531606458043e-01,1.117153318779007254e-02
5.615813381678191538e-03,1.471554742888825373e-02,8.821806459175825232e-02,1.718243476724667929e-02,3.736966565978102617e-01,1.141052396882269448e-02,8.835769286425512736e-02,6.638734218559059208e-01,1.117452863064782864e-02
5.712489738203327741e-03,1.478037718880442775e-02,8.801857244740252106e-02,1.718627702964203863e-02,3.734261069982998116e-01,1.141692278740280564e-02,8.818445657351892120e-02,6.622516677716365763e-01,1.117757016926035352e-02
5.810830380429528493e-03,1.484633863842588219e-02,8.781550225462227133e-02,1.719018681401984772e-02,3.731506784636465790e-01,1.142341555532810915e-02,8.800870561649712376e-02,6.606276774686372644e-01,1.118065852499894319e-02
5.910863959073415011e-03,1.491345180723291364e-02,8.760901469210034820e-02,1.719416533044104689e-02,3.728708312907565992e-01,1.143000368244129206e-02,8.783055885151022646e-02,6.590022733569731450e-01,1.118379443377492954e-02
6.012619618074355014e-03,1.498173708744210408e-02,8.739926959924769478e-02,1.719821381194219789e-02,3.725860511649105034e-01,1.143668860064583903e-02,8.764992572308469287e-02,6.573745486917960124e-01,1.118697864429796240e-02
6.116127003085300093e-03,1.505121523729080479e-02,8.718589247620264771e-02,1.720233351385402898e-02,3.722963896154284913e-01,1.144347176313242898e-02,8.746663641573236558e-02,6.557451916610739229e-01,1.119021192137670262e-02
6.221416270109802159e-03,1.512190739765606473e-02,8.696907849875040730e-02,1.720652571764746952e-02,3.720015920115374297e-01,1.145035464845389761e-02,8.728072869247405219e-02,6.541135667890320970e-01,1.119349503591626771e-02
6.328518094287706106e-03,1.519383509626504036e-02,8.674852501819163564e-02,1.721079172640371802e-02,3.717019546513337103e-01,1.145733875978138805e-02,8.709221072213159387e-02,6.524802619925684777e-01,1.119682877521521736e-02
6.437463678832087803e-03,1.526702024800208335e-02,8.652436437941768421e-02,1.721513286795772757e-02,3.713971705053974448e-01,1.146442562170513213e-02,8.690110488560241764e-02,6.508450820496337608e-01,1.120021394087222788e-02
6.548284764120082882e-03,1.534148516720068578e-02,8.629662004263410902e-02,1.721955049715795383e-02,3.710870400403720737e-01,1.147161678691910325e-02,8.670724314851177561e-02,6.492082381970680771e-01,1.120365134406586805e-02
6.661013636940099972e-03,1.541725258257153897e-02,8.606487465424256245e-02,1.722404599079818688e-02,3.707715769861995025e-01,1.147891383088261996e-02,8.651059478005170000e-02,6.475690581707194138e-01,1.120714181427417966e-02
6.775683139898408189e-03,1.549434563532514630e-02,8.582936044131675435e-02,1.722862075500053436e-02,3.704507997225607863e-01,1.148631835610136598e-02,8.631129483762653432e-02,6.459281229394625568e-01,1.121068619068366079e-02
6.892326680987443353e-03,1.557278788033156225e-02,8.558997240692851893e-02,1.723327621759995765e-02,3.701246429363059809e-01,1.149383199082576468e-02,8.610914780421036197e-02,6.442852272564265625e-01,1.121428532871515671e-02
7.010978243319055184e-03,1.565260332260143272e-02,8.534655045590927580e-02,1.723801384156820049e-02,3.697925432408079582e-01,1.150145639104316331e-02,8.590408830254189776e-02,6.426404056720007585e-01,1.121794009663890090e-02
7.131672395025088519e-03,1.573381639617643657e-02,8.509924653239278602e-02,1.724283511153834603e-02,3.694549744065109276e-01,1.150919323819410423e-02,8.569618213242688465e-02,6.409936812141459050e-01,1.122165138039066257e-02
7.254444299328632710e-03,1.581645197555570093e-02,8.484783848385071825e-02,1.724774153569241797e-02,3.691116545831869544e-01,1.151704424286381645e-02,8.548537420083980598e-02,6.393450376740366092e-01,1.122542007664073527e-02
7.379329724788410289e-03,1.590053541334301990e-02,8.459213809512836080e-02,1.725273466576804360e-02,3.687621767669198025e-01,1.152501114376258684e-02,8.527158336473826539e-02,6.376944454248839600e-01,1.122924710363115697e-02
7.506365055719757887e-03,1.598609250530502734e-02,8.433230335431773916e-02,1.725781606383125499e-02,3.684068402882999527e-01,1.153309570854954558e-02,8.505476602151511301e-02,6.360418969545823531e-01,1.123313338668474604e-02
7.635587302794806693e-03,1.607314954132221807e-02,8.406812150192147226e-02,1.726298733658504503e-02,3.680456560351369477e-01,1.154129973274775622e-02,8.483500211774211430e-02,6.343872721934626924e-01,1.123707987417432719e-02
7.767034113825268572e-03,1.616173328433179179e-02,8.379970026131666749e-02,1.726825011448274161e-02,3.676778114557573418e-01,1.154962504456658046e-02,8.461205680938768681e-02,6.327308692316507832e-01,1.124108752818120394e-02
