# epsilons,l2,l1,Huber,BO
1.020492932168464610e-03,1.151760461017081738e-02,1.699540030274082625e-02,1.120382353653082141e-02,1.101973502907793723e-02
1.112175527509004763e-03,1.156625192805216251e-02,1.699844766156655140e-02,1.121102640915827564e-02,1.102323838830721048e-02
1.212095022903831015e-03,1.161925805707220150e-02,1.700176355230897940e-02,1.121877746566024570e-02,1.102701755394530636e-02
1.320991433644310223e-03,1.167702734095454886e-02,1.700539355169849998e-02,1.122712334955044966e-02,1.103109700318660735e-02
1.439671259090799602e-03,1.173997214470423600e-02,1.700933645444990816e-02,1.123610081108328274e-02,1.103549769050760077e-02
1.569013455699798604e-03,1.180856552342723909e-02,1.701364794923021506e-02,1.124576246888908670e-02,1.104024784436674622e-02
1.709975946676698050e-03,1.188331300787304201e-02,1.701834495963860938e-02,1.125615839478943947e-02,1.104537383772119519e-02
1.863602716465372934e-03,1.196475672451913219e-02,1.702346458504844229e-02,1.126734030458020897e-02,1.105090332992786362e-02
2.031031542617221103e-03,1.205350192699139455e-02,1.702904699083918061e-02,1.127936973578780311e-02,1.105687022245227524e-02
2.213502422302753101e-03,1.215019810067108352e-02,1.703513301411252456e-02,1.129230832366667769e-02,1.106330978322800362e-02
2.412366755873450192e-03,1.225555753851703678e-02,1.704176953323033317e-02,1.130622495148547735e-02,1.107025588141397066e-02
2.629097355488423798e-03,1.237035459221402789e-02,1.704900735752978846e-02,1.132119320500768467e-02,1.107775414207212705e-02
2.865299352930904958e-03,1.249543130534291890e-02,1.705690201084553159e-02,1.133729151404905267e-02,1.108584390387612473e-02
3.122722087399102796e-03,1.263170888997833252e-02,1.706551077936846461e-02,1.135460517234276878e-02,1.109457380101330770e-02
3.403272061313782765e-03,1.278017514900486873e-02,1.707489976435105916e-02,1.137322438105781153e-02,1.110399551460039547e-02
3.709027060094787810e-03,1.294192960935025560e-02,1.708514401822114337e-02,1.139324979103939484e-02,1.111416617360272419e-02
4.042251540479181553e-03,1.311815083797140957e-02,1.709631740736439198e-02,1.141478626400749263e-02,1.112513703278161792e-02
4.405413401348637868e-03,1.331011822378402876e-02,1.710850824786058766e-02,1.143794373548656651e-02,1.113698135464424865e-02
4.801202261272811619e-03,1.351924249361724506e-02,1.712180744138347421e-02,1.146285098905419630e-02,1.114976778082232833e-02
5.232549378134262151e-03,1.374704237517998529e-02,1.713632140008236604e-02,1.148963695446836297e-02,1.116356770778670349e-02
5.702649358361937953e-03,1.399517475324718596e-02,1.715216178098000199e-02,1.151844767816667670e-02,1.117846904198727120e-02
6.214983816554321867e-03,1.426544118468298095e-02,1.716944980937551435e-02,1.154943778180639313e-02,1.119455884649944721e-02
6.773347160718162611e-03,1.455980460319317160e-02,1.718831988474489592e-02,1.158277294194687279e-02,1.121193347108762062e-02
7.381874694091216001e-03,1.488038657506485229e-02,1.720891584691663923e-02,1.161863494316417444e-02,1.123069976058821418e-02
8.045073241674308845e-03,1.522951823010698646e-02,1.723142175419600797e-02,1.165722469757102253e-02,1.125097337973501865e-02
8.767854528296360056e-03,1.560969745671125786e-02,1.725599169198721583e-02,1.169874956220251505e-02,1.127287147877087392e-02
9.555571555414196089e-03,1.602366250813558324e-02,1.728283014093112691e-02,1.174344307930530462e-02,1.129653920932116584e-02
1.041405824605791744e-02,1.647437764651216163e-02,1.731215240240668862e-02,1.179155664644548906e-02,1.132212020515788176e-02
1.134967265153673244e-02,1.696507026476012925e-02,1.734419713810564367e-02,1.184336360186755144e-02,1.134977526809399784e-02
1.236934403989932776e-02,1.749922525195679590e-02,1.737922295168092823e-02,1.189916165175963769e-02,1.137968304343173198e-02
1.348062421489105989e-02,1.808064205822978998e-02,1.741752188617451402e-02,1.195927734600132908e-02,1.141203609099128435e-02
1.469174344548236991e-02,1.871343062631236620e-02,1.745940792309341738e-02,1.202406588554572053e-02,1.144704575620614229e-02
1.601167142018862857e-02,1.940203979389876210e-02,1.750523351721788856e-02,1.209391499059564445e-02,1.148494217977746867e-02
1.745018367761649869e-02,2.015129697500417372e-02,1.755538635952436088e-02,1.216925128922197175e-02,1.152598050873021585e-02
1.901793400522864413e-02,2.096642899477130229e-02,1.761029637786037938e-02,1.225054395982949629e-02,1.157044210349567059e-02
2.072653334252090238e-02,2.185308487313442072e-02,1.767044071399936911e-02,1.233830790119938570e-02,1.161863038731825171e-02
2.258863577297735500e-02,2.281738355713325284e-02,1.773634811838098457e-02,1.243311209723341193e-02,1.167088900048263156e-02
2.461803224167023740e-02,2.386592519188357464e-02,1.780860850585863631e-02,1.253558418528566420e-02,1.172759581651505734e-02
2.682975269258740594e-02,2.500583294498670561e-02,1.788786804835962307e-02,1.264641888895123856e-02,1.178916053289191801e-02
2.924017738212866813e-02,2.624481692008306943e-02,1.797488164774474484e-02,1.276639614572361303e-02,1.185605111648146970e-02
3.186715819317142290e-02,2.759115470275874671e-02,1.807044573444027691e-02,1.289636914787495314e-02,1.192878136355590701e-02
3.473015084817117348e-02,2.905377587213875401e-02,1.817548722209072487e-02,1.303730326769114711e-02,1.200792249825066715e-02
3.785035900048314139e-02,3.064227748365033754e-02,1.829103455469027750e-02,1.319027412389095488e-02,1.209411488013745206e-02
4.125089127106093545e-02,3.236697287645284860e-02,1.841825269831165457e-02,1.335649280556294727e-02,1.218808325662035230e-02
4.495693239356520626e-02,3.423892690012597662e-02,1.855845266740185906e-02,1.353732242264138463e-02,1.229063140903918772e-02
4.899592973540154578e-02,3.626998549419391260e-02,1.871312095096788752e-02,1.373430743735193360e-02,1.240267811053996638e-02
5.339779657608515612e-02,3.847282529666040674e-02,1.888394788393088497e-02,1.394920044209468912e-02,1.252525418645711319e-02
5.819513364843387909e-02,4.086097471980987272e-02,1.907286183652900924e-02,1.418399994049046597e-02,1.265953903962269145e-02
6.342347058335075227e-02,4.344883859741699439e-02,1.928207104325574406e-02,1.444099453901759311e-02,1.280687486362952487e-02
6.912152904636222062e-02,4.625176382576423606e-02,1.951410806314335389e-02,1.472281734768143835e-02,1.296879769904779600e-02
7.533150951473341350e-02,4.928600526120585634e-02,1.977190575983045484e-02,1.503251070529021405e-02,1.314708352025473204e-02
8.209940381906270790e-02,5.256877517903579822e-02,2.005885416728592219e-02,1.537360937058096511e-02,1.334378065343078124e-02
8.947533576407702693e-02,5.611824522281150252e-02,2.037893083914421588e-02,1.575025102054894433e-02,1.356127754319336187e-02
9.751393235130209614e-02,5.995351335173948470e-02,2.073675984035405762e-02,1.616728371227882377e-02,1.380236696883574421e-02
1.062747283529282272e-01,6.409462212908678680e-02,2.113782415371612267e-02,1.663045431017762255e-02,1.407033349463038263e-02
1.158226072331896422e-01,6.856248882830051627e-02,2.158861524621080719e-02,1.714660293474201680e-02,1.436907607339421578e-02
1.262282816827738907e-01,7.337889647932027692e-02,2.209690057715407718e-02,1.772393752747580820e-02,1.470324591784999413e-02
1.375688173251539970e-01,7.856637626593299117e-02,2.267202615935981491e-02,1.837238547028707814e-02,1.507844654549317376e-02
1.499282034734712721e-01,8.414813783269270431e-02,2.332533360729160954e-02,1.868381976279476220e-02,1.550147522550959778e-02
1.633979751650631584e-01,9.014796658977242139e-02,2.407072222381123616e-02,1.947424998247959671e-02,1.598066951226528865e-02
1.780778910804914350e-01,9.659003838983482026e-02,2.492537384910664677e-02,2.037354132264201922e-02,1.652634841321609649e-02
1.940766723678215289e-01,1.034987817677399669e-01,2.591076902823941097e-02,2.140287719455713500e-02,1.715145882009072587e-02
2.115128078439660608e-01,1.108986270327669832e-01,2.705405993735121584e-02,2.258905588797777142e-02,1.787241601606992525e-02
2.305154315365115780e-01,1.188138102918459005e-01,2.839002711415772318e-02,2.396641588656489574e-02,1.871037901306227269e-02
2.512252790651986478e-01,1.272680506564471958e-01,2.996384233853088830e-02,2.557957136453259395e-02,1.969302517719606627e-02
2.737957299461328264e-01,1.362842674984308111e-01,3.183507794370332711e-02,2.748738756947410877e-02,2.085726582852331923e-02
2.983939435381450789e-01,1.458842203244157254e-01,3.408366785246252917e-02,2.976885188693856321e-02,2.225332491390408229e-02
3.252020970442581760e-01,1.560881240702194361e-01,3.681887209620171575e-02,3.253194515667945375e-02,2.395123131695553464e-02
3.544187347370328922e-01,1.669142351226959864e-01,4.019312181548784224e-02,3.592730564158763684e-02,2.605132851802638427e-02
3.862602384003208100e-01,1.783784496613860515e-01,4.442386005994736209e-02,4.016973034481385874e-02,2.870214435958229338e-02
4.209624298776754037e-01,1.904937870512444231e-01,4.982851000212096260e-02,4.557261290341640958e-02,3.213192552287535975e-02
4.587823175960878963e-01,2.032699942263187509e-01,5.688135095940438646e-02,5.260373373897309079e-02,3.670729425951846370e-02
5.000000000000000000e-01,2.167130303171866945e-01,6.630554661482324086e-02,6.197517193549417769e-02,4.304799450299334751e-02
