# reg_params,l2,l1,Huber 0.01,Huber 0.02,Huber 0.03,Huber 0.06,Huber 0.10,Huber 0.18,Huber 0.32,Huber 0.56,Huber 1.00,BO
2.154434690031886745e+01,9.942679091560461258e-01,9.952781381899215019e-01,9.999505888046900104e-01,9.999121662397467691e-01,9.998439204078737319e-01,9.997228455446852680e-01,9.995086199781723080e-01,9.991320672562730154e-01,9.984817479477072766e-01,9.974137084362966199e-01,9.959031731877969751e-01,9.615550719499895704e-01
2.477076355991713896e+01,9.949337513984218839e-01,9.958683902425304879e-01,9.999570226253556848e-01,9.999235991386187239e-01,9.998642250412739241e-01,9.997588656326281686e-01,9.995723714650598390e-01,9.992443288991610384e-01,9.986770586458683097e-01,9.977431581751674550e-01,9.964156494829273791e-01,9.615550719499895704e-01
2.848035868435804829e+01,9.955313290873687437e-01,9.963877207589457718e-01,9.999626160987872270e-01,9.999335418930022090e-01,9.998818881999330666e-01,9.997902105911442572e-01,9.996278775277925854e-01,9.993421568628229057e-01,9.988475197567401320e-01,9.980314872205037213e-01,9.968664470199649630e-01,9.615550719499895704e-01
3.274549162877731590e+01,9.960654386591019094e-01,9.968439491591293278e-01,9.999674876343214169e-01,9.999421972268145442e-01,9.998972615483282533e-01,9.998174937461525857e-01,9.996762063996028624e-01,9.994273938373399169e-01,9.989962336230738815e-01,9.982836286062621856e-01,9.972623981330892562e-01,9.615550719499895704e-01
3.764935806792471595e+01,9.965410985521016007e-01,9.972441886333018868e-01,9.999717143578885636e-01,9.999497156677769061e-01,9.999106253873322192e-01,9.998412237333581531e-01,9.997182647795949118e-01,9.995016276645698472e-01,9.991259069263912496e-01,9.985039500621722963e-01,9.976097047604290946e-01,9.615550719499895704e-01
4.328761281083061618e+01,9.969634106045551780e-01,9.975949231155680774e-01,9.999753994223282705e-01,9.999562642830449599e-01,9.999222598668474626e-01,9.998618799337536389e-01,9.997548802037036220e-01,9.995662842360892864e-01,9.992389566679689139e-01,9.986963662438467226e-01,9.979140176053249434e-01,9.615550719499895704e-01
4.977023564332113637e+01,9.973373393714605184e-01,9.979019581451354926e-01,9.999786017845403441e-01,9.999619576533402832e-01,9.999323780449010934e-01,9.998798491026658075e-01,9.997867435877301201e-01,9.996225791856087062e-01,9.993374738515428124e-01,9.988643106748487099e-01,9.981803879295844117e-01,9.615550719499895704e-01
5.722367659350219782e+01,9.976676619103268528e-01,9.981705139487699885e-01,9.999813917069870772e-01,9.999669144603908766e-01,9.999411843730570126e-01,9.998954871252365706e-01,9.998144764641673232e-01,9.996715938102757049e-01,9.994233114652394390e-01,9.990108346332181588e-01,9.984133566545508875e-01,9.615550719499895704e-01
6.579332246575683030e+01,9.979588628372944026e-01,9.984052286592296488e-01,9.999838134686831470e-01,9.999712211178762855e-01,9.999488399382410186e-01,9.999090870434524936e-01,9.998386037101490986e-01,9.997142553567143208e-01,9.994980756532022559e-01,9.991386096317881327e-01,9.986169541092655422e-01,9.615550719499895704e-01
7.564633275546290747e+01,9.982151293442754758e-01,9.986102407550281335e-01,9.999859220002317306e-01,9.999749692257798861e-01,9.999555013550381899e-01,9.999209204449847066e-01,9.998595991825810492e-01,9.997513895860742350e-01,9.995631885924640692e-01,9.992500021558142764e-01,9.987947768435615492e-01,9.615550719499895704e-01
8.697490026177834466e+01,9.984403018712121325e-01,9.987892038453975996e-01,9.999877528257142822e-01,9.999782262144437661e-01,9.999612926439691574e-01,9.999312114903718962e-01,9.998778634199462223e-01,9.997837045375321807e-01,9.996198814973297209e-01,9.993470780985606039e-01,9.989499973935223043e-01,9.615550719499895704e-01
1.000000000000000000e+02,9.986378972357780048e-01,9.989453592082792044e-01,9.999893495324614356e-01,9.999810634344671323e-01,9.999663344132103671e-01,9.999401680013688676e-01,9.998937580089001242e-01,9.998118303596272849e-01,9.996692429644460365e-01,9.994316622461785204e-01,9.990854311855433822e-01,9.615550719499895704e-01
