# epsilons,l2,l1,Huber,BO
1.569013455699798604e-03,5.795210311264291647e-01,5.910735268898594796e-01,5.775484200529413803e-01,5.769156530880980016e-01
1.709975946676698050e-03,5.799934612482025020e-01,5.912771221917377806e-01,5.778237065320636079e-01,5.771375662664143258e-01
1.863602716465372934e-03,5.805068263763017988e-01,5.914984285736136771e-01,5.781210090439954374e-01,5.773766770628095957e-01
2.031031542617221103e-03,5.810643276228126819e-01,5.917390766534197377e-01,5.784415716807911334e-01,5.776348503628411235e-01
2.213502422302753101e-03,5.816698398918997981e-01,5.920009000865873450e-01,5.787876284053004028e-01,5.779132980208462333e-01
2.412366755873450192e-03,5.823270804034710313e-01,5.922854436733713257e-01,5.791608153780470891e-01,5.782136122751567742e-01
2.629097355488423798e-03,5.830403465184195166e-01,5.925947107822890914e-01,5.795632769657865779e-01,5.785375044129090760e-01
2.865299352930904958e-03,5.838141167325447967e-01,5.929307747538026252e-01,5.799972364450947104e-01,5.788867098011314383e-01
3.122722087399102796e-03,5.846531501853291513e-01,5.932958468713027678e-01,5.804648800319494040e-01,5.792631535429713097e-01
3.403272061313782765e-03,5.855626903209038003e-01,5.936924711232353102e-01,5.809690526910855635e-01,5.796689788145618083e-01
3.709027060094787810e-03,5.865481015196682968e-01,5.941231275041349846e-01,5.815122187454766500e-01,5.801063357648528207e-01
4.042251540479181553e-03,5.876152333202337985e-01,5.945906575651880299e-01,5.820973619406101252e-01,5.805776384042707905e-01
4.405413401348637868e-03,5.887703218761639601e-01,5.950980669009151569e-01,5.827274960480997024e-01,5.810854241045829705e-01
4.801202261272811619e-03,5.900198187043705911e-01,5.956486327023273741e-01,5.834059953455619230e-01,5.816324971437334401e-01
5.232549378134262151e-03,5.913707541684383173e-01,5.962458275966817656e-01,5.841364429202184905e-01,5.822217256034745159e-01
5.702649358361937953e-03,5.928303922373066026e-01,5.968933631494361958e-01,5.849224881870229709e-01,5.828564733190869651e-01
6.214983816554321867e-03,5.944063961652230610e-01,5.975953405881720970e-01,5.857681593428090139e-01,5.835398078498702512e-01
6.773347160718162611e-03,5.961068326214741253e-01,5.983558479815440645e-01,5.866778109124390905e-01,5.842753044468822488e-01
7.381874694091216001e-03,5.979401474140361161e-01,5.991797655034452053e-01,5.876560359148808033e-01,5.850672347191068212e-01
8.045073241674308845e-03,5.999151196078040815e-01,6.000719977347424017e-01,5.887077292014787355e-01,5.859196105243389407e-01
8.767854528296360056e-03,6.020408039545785961e-01,6.010376313297094431e-01,5.898379944544900333e-01,5.868368756450637047e-01
9.555571555414196089e-03,6.043266493647949655e-01,6.020823907773386052e-01,5.910523649298448090e-01,5.878238097981811627e-01
1.041405824605791744e-02,6.067822658783451617e-01,6.032121786923253515e-01,5.923567556121863698e-01,5.888855217486274052e-01
1.134967265153673244e-02,6.094177395444152490e-01,6.044336698234369365e-01,5.937575027252395277e-01,5.900277093661936423e-01
1.236934403989932776e-02,6.122430596543986248e-01,6.057534429112441110e-01,5.952611286891353881e-01,5.912559008191394794e-01
1.348062421489105989e-02,6.152685652174418873e-01,6.071788491314178415e-01,5.968747288002642648e-01,5.925765457283250770e-01
1.469174344548236991e-02,6.185045970485734124e-01,6.087173742923217556e-01,5.986058177876862896e-01,5.939961961883076791e-01
1.601167142018862857e-02,6.219615936699709469e-01,6.103776533863212173e-01,6.004623733755858339e-01,5.955224011722972666e-01
1.745018367761649869e-02,6.256497840406080035e-01,6.121680452029110153e-01,6.024527358227234064e-01,5.971628601431078209e-01
1.901793400522864413e-02,6.295794012189226407e-01,6.140977373953181440e-01,6.045858147071168087e-01,5.989252667624631599e-01
2.072653334252090238e-02,6.337604791767379453e-01,6.161766765424808723e-01,6.068711003075714094e-01,6.008189512058550452e-01
2.258863577297735500e-02,6.382027083645362975e-01,6.184152092729350292e-01,6.093185645232728209e-01,6.028532385113480885e-01
2.461803224167023740e-02,6.429152986603732245e-01,6.208239508382027427e-01,6.119386434928983931e-01,6.050377573590391966e-01
2.682975269258740594e-02,6.479070297289346581e-01,6.234145753125674982e-01,6.147424215794879965e-01,6.073836721026442120e-01
2.924017738212866813e-02,6.531861938007821333e-01,6.261989765893094528e-01,6.177416837204366962e-01,6.099021981016378158e-01
3.186715819317142290e-02,6.587601173328467841e-01,6.291899348082620191e-01,6.209485821708202735e-01,6.126055286116038889e-01
3.473015084817117348e-02,6.646356491512035447e-01,6.324009869894752223e-01,6.243761241693503994e-01,6.155066397357186192e-01
3.785035900048314139e-02,6.708185024134781793e-01,6.358460522185034325e-01,6.280378198364328091e-01,6.186192603364947251e-01
4.125089127106093545e-02,6.773134098200281894e-01,6.395395787742197413e-01,6.319477681650933487e-01,6.219581327261555215e-01
4.495693239356520626e-02,6.841240488682174270e-01,6.434968685263231514e-01,6.361207903100387639e-01,6.255387971519953405e-01
4.899592973540154578e-02,6.912528354630593785e-01,6.477338772609168016e-01,6.405722990783528914e-01,6.293777367731717698e-01
5.339779657608515612e-02,6.987009260795258303e-01,6.522669046865586795e-01,6.453182615120885979e-01,6.334924503864984846e-01
5.819513364843387909e-02,7.064680345703200359e-01,6.571132189136570378e-01,6.503753454340950313e-01,6.379014197815459086e-01
6.342347058335075227e-02,7.145524017173212616e-01,6.622905621750487803e-01,6.557607008496817436e-01,6.426242770477159638e-01
6.912152904636222062e-02,7.229505481350491092e-01,6.678163978083724306e-01,6.614918027926484090e-01,6.476810576012996812e-01
7.533150951473341350e-02,7.316575123491219079e-01,6.737096747554224274e-01,6.675868229443666646e-01,6.530937112123488264e-01
8.209940381906270790e-02,7.406663182494666042e-01,6.799891541647089532e-01,6.740640979234827634e-01,6.588845734638671958e-01
8.947533576407702693e-02,7.499681209889086375e-01,6.866733294331841542e-01,6.809421016004395533e-01,6.650769698028166088e-01
9.751393235130209614e-02,7.595521148190625960e-01,6.937811089112989604e-01,6.882394005420184868e-01,6.716951399118600285e-01
1.062747283529282272e-01,7.694054090861573991e-01,7.013314682655056309e-01,6.959745206249674521e-01,6.787641273476857640e-01
1.158226072331896422e-01,7.795126630693718361e-01,7.093424176678412296e-01,7.041654646720872934e-01,6.863089090248455371e-01
1.262282816827738907e-01,7.898564910811571860e-01,7.178316147057707264e-01,7.128296085751475442e-01,6.943556004852826646e-01
1.375688173251539970e-01,8.004164376292933758e-01,7.268149202404540210e-01,7.219832082983634880e-01,7.029297772006909417e-01
1.499282034734712721e-01,8.111695791036444003e-01,7.363070746190456539e-01,7.316410849841139541e-01,7.120566739404979861e-01
1.633979751650631584e-01,8.220901649971970038e-01,7.463209181676215831e-01,7.418161737730994965e-01,7.217606011796401377e-01
1.780778910804914350e-01,8.331492820601413829e-01,7.568662453126324685e-01,7.525186288552185854e-01,7.320642608953088493e-01
1.940766723678215289e-01,8.443143635515252265e-01,7.679487388245335167e-01,7.637551442784779043e-01,7.429880215310586955e-01
2.115128078439660608e-01,8.555495004375366364e-01,7.795700582510131094e-01,7.755281332734715871e-01,7.545487391793122001e-01
2.305154315365115780e-01,8.668147323637962476e-01,7.917259377036305334e-01,7.878345591125255343e-01,7.667586341635885816e-01
2.512252790651986478e-01,8.780659529095844462e-01,8.044055102817273539e-01,8.006646889132247313e-01,7.796238191213727964e-01
2.737957299461328264e-01,8.892544253955290134e-01,8.175881338868037362e-01,8.140000973814690566e-01,7.931418490040615943e-01
2.983939435381450789e-01,9.003266676891066300e-01,8.312436908070384156e-01,8.278124583325333630e-01,8.073005616216842872e-01
3.252020970442581760e-01,9.112239259697232363e-01,8.453285372476866399e-01,8.420606860829041862e-01,8.220740791596081731e-01
3.544187347370328922e-01,9.218818005566760121e-01,8.597828851632035585e-01,8.566882687626056203e-01,8.374200964923188550e-01
3.862602384003208100e-01,9.322303418621783466e-01,8.745290659726399074e-01,8.716205658455449257e-01,8.532756392375127064e-01
4.209624298776754037e-01,9.421934403071725583e-01,8.894661006817023985e-01,8.867602741956523982e-01,8.695520723837704136e-01
4.587823175960878963e-01,9.516889095106457752e-01,9.044663084285372578e-01,9.019833876783331927e-01,8.861291724880082654e-01
5.000000000000000000e-01,9.606284003425686890e-01,9.193700419252888167e-01,9.171335141610429398e-01,9.028478738849992080e-01
