# reg_params,l2,l1,Huber 0.01,Huber 0.02,Huber 0.03,Huber 0.06,Huber 0.10,Huber 0.18,Huber 0.32,Huber 0.56,Huber 1.00,BO
2.154434690031886745e+01,6.323998171794444900e-01,6.094249435261697156e-01,9.950683408452095646e-01,9.912467279796762787e-01,9.844872546711347372e-01,9.725847247428610620e-01,9.518052389860364171e-01,9.161571224494051702e-01,8.573381302902270962e-01,7.693989206551862248e-01,6.700213897728204415e-01,2.270489703223343980e-02
2.477076355991713896e+01,6.606857561445178550e-01,6.498640910861916975e-01,9.957093588083715252e-01,9.923826332855112398e-01,9.864945162069639339e-01,9.761138382400145197e-01,9.579521136946557158e-01,9.266730380044733151e-01,8.746836838065884523e-01,7.957769993467355141e-01,7.033861219595486380e-01,2.270489703223343980e-02
2.848035868435804829e+01,6.883588554120038117e-01,6.873157198338846197e-01,9.962672057082997412e-01,9.933716081324753810e-01,9.882435529605051450e-01,9.791933884687492595e-01,9.633298166492101355e-01,9.359160142972277052e-01,8.900612424740677042e-01,8.195557308921715967e-01,7.344363042636298244e-01,2.270489703223343980e-02
3.274549162877731590e+01,7.151464614906124506e-01,7.216978237866618073e-01,9.967526447744047280e-01,9.942325507617665314e-01,9.897672268573619592e-01,9.818795000588204092e-01,9.680309925326793241e-01,9.440289072075277454e-01,9.036595064277954670e-01,8.408881080241601413e-01,7.630786334878711941e-01,2.270489703223343980e-02
3.764935806792471595e+01,7.408184674525234437e-01,7.530271385191644740e-01,9.971750319440821908e-01,9.949819328921730710e-01,9.910942817445868025e-01,9.842215453480465115e-01,9.721379850803558709e-01,9.511413079022066341e-01,9.156579269182878456e-01,8.599463471574565476e-01,7.892966440929999328e-01,2.270489703223343980e-02
4.328761281083061618e+01,7.651914332313393130e-01,7.813932537169709924e-01,9.975425487881689479e-01,9.956341573539501111e-01,9.922498938992958539e-01,9.862629496037007559e-01,9.757238329267180488e-01,9.573701201202806654e-01,9.262246364971101764e-01,8.769119456283362979e-01,8.131345606250324209e-01,2.270489703223343980e-02
4.977023564332113637e+01,7.881295575008481213e-01,8.069364728203257675e-01,9.978623019223520352e-01,9.962017646620037192e-01,9.932560469096500810e-01,9.880417968213046631e-01,9.788530807133299927e-01,9.628201805918884526e-01,9.355151579487450686e-01,8.919679553823058882e-01,8.346819122298062554e-01,2.270489703223343980e-02
5.722367659350219782e+01,8.095431293724408839e-01,8.298300525115134274e-01,9.981404877809676446e-01,9.966956955596655288e-01,9.941319513487048010e-01,9.895914772223550759e-01,9.815826757289495275e-01,9.675851088244589171e-01,9.436719595701988927e-01,9.052935912019013376e-01,8.540599557374916051e-01,2.270489703223343980e-02
6.579332246575683030e+01,8.293849036195426461e-01,8.502662009116792596e-01,9.983825054651189745e-01,9.971254891360352701e-01,9.948943817279305435e-01,9.909412314799393995e-01,9.839627600802084428e-01,9.717482011404385833e-01,9.508245498092534609e-01,9.170604545870587598e-01,8.714103152289285337e-01,2.270489703223343980e-02
7.564633275546290747e+01,8.476450551111134324e-01,8.684453128953765200e-01,9.985930409448630085e-01,9.974994421328697847e-01,9.955579596448723700e-01,9.921166239088797800e-01,9.860373893674677648e-01,9.753833060105498998e-01,9.570898108432157603e-01,9.274300643418087464e-01,8.868857326793033735e-01,2.270489703223343980e-02
8.697490026177834466e+01,8.643453459327190558e-01,8.845682308981090980e-01,9.987761935919500234e-01,9.978248025313587455e-01,9.961354592666876728e-01,9.931400240540850799e-01,9.878452569678514150e-01,9.785557671368825261e-01,9.625727301352007270e-01,9.365525122817521808e-01,9.006430535965370687e-01,2.270489703223343980e-02
1.000000000000000000e+02,8.795329956706445795e-01,8.988304587714306404e-01,9.989355073096535254e-01,9.981078582867125570e-01,9.966379928824307122e-01,9.940309468583068409e-01,9.894202548310888634e-01,9.813232111916964095e-01,9.673670995604107814e-01,9.445657078185625277e-01,9.128377851879224680e-01,2.270489703223343980e-02
